Name	GC-MF-9021-P-WCL-R1	GC-MF-9021-P-NUC-R1	GC-MF-9021-P-CYT-R1	GC-MF-9021-P-MEB-R1	GC-MF-9021-P-WCL-R2	GC-MF-9021-P-NUC-R2	GC-MF-9021-P-CYT-R2	GC-MF-9021-P-MEB-R2	GC-MF-9021-CA-WCL-R1	GC-MF-9021-CA-NUC-R1	GC-MF-9021-CA-CYT-R1	GC-MF-9021-CA-MEB-R1	GC-MF-9021-CA-WCL-R2	GC-MF-9021-CA-NUC-R2	GC-MF-9021-CA-CYT-R2	GC-MF-9021-CA-MEB-R2	
ENST00000456384.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000656172.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000609279.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000623705.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000624967.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000414261.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000607915.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000608572.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000417123.1	0	0	0	0	0	0	0	0	0	0.002356	0.059749	0	0	0	0	0	
ENST00000663760.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000544553.1	0	0	0	0	0	0	0	0	0	0	0.367217	0	0	0	0	0	
ENST00000652899.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000538355.1	0	0	0	0	0	0	0	0	0	0	0	0.018583	0	0	0	0	
ENST00000559120.1	0	0	0	0	0	0	0	0	0	0.002296	0	0	0	0.023687	0	0	
ENST00000508879.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000507565.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000667476.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000513687.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000663305.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000653123.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000512487.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000512547.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000668509.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000655295.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000670601.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000657086.1	0	0	0	0	0	0	0	0	0	0	0.180169	0.003769	0	0	0	0	
ENST00000623351.1	0	0	0	0	0	0	0	0	0	0.01107	0	0	0	0	0	0	
ENST00000624869.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000607988.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000609636.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000609472.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000610167.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000434244.5	0	0	0.108521	0	0	0	0	0	0	0.049269	2.19718	0.072136	0	0.035064	3.230538	0.707618	
ENST00000630871.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000626342.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000626430.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000628234.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000656061.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000431800.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000437643.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000616338.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000453688.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000447959.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000609027.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000630008.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000627824.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000625367.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000628123.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000627999.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000625982.1	0	0	0	0	0	0	0	0	0	0	0	0.007639	0	0	0	0	
ENST00000510211.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000579285.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000580184.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000650235.1	0	0	0	0	0	0.002914	0	0	0	0.008898	0.075245	0	0	0	0	0	
ENST00000671325.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000664369.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000415726.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000641100.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000430001.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000641354.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000642135.1	0	0	0	0	0	0	0	0	0	0.006073	0	0	0	0	0	0	
ENST00000598194.1	0	0	0	0	0	0	0	0	0	0.015227	0	0.022222	0	0	1.723445	0	
ENST00000563592.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000566745.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000670622.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000453895.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000446495.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000439079.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000609508.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000663297.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000435021.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000444037.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000419080.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000565547.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000671490.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000570120.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000504298.1	0	0	0	0	0	0	0	0	0	0	0	0.008682	0	0	0	0	
ENST00000626681.1	0	0	0	0	0	0	0	0	0	0.011213	0	0	0	0	0	0	
ENST00000608072.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000436529.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000609910.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000451940.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000456104.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000433530.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000447424.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000433920.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000446751.6	0	0	0	0	0	0	0	0	0	0.002332	0	0.005693	0	0	0	0	
ENST00000420424.1	0	0	0	0	0	0	0	0	0	0.006094	0	0	0	0.01048	0	0	
ENST00000654503.1	0	0	0	0	0	0	0	0	0	0	0	0.003231	0	0	0	0	
ENST00000417860.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000413961.5	0	0	0	0	0	0	0	0	0	0.010559	0	0	0	0	0	0	
ENST00000458739.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000653238.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000663644.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000655272.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000660454.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000668676.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000653080.1	0	0	0	0	0	0	0	0	0	0	0	0	0.016214	0	0	0	
ENST00000666515.1	0	0	0	0	0	0	0	0	0	0	0.499345	0	0	0	0	0	
ENST00000413722.6	0	0	0	0.046687	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000366446.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000656123.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000661845.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000662586.1	0	0.00171	0	0	0	0	0	0	0	0.004093	0	0.005994	0	0	0	0	
ENST00000660726.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000664997.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000664664.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000659257.1	0	0	0	0	0	0.001603	0	0	0	0	0.041378	0.002389	0	0	0	0	
ENST00000671543.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000668225.1	0	0	0	0	0	0	0	0	0	0.004999	0	0	0	0	0	0	
ENST00000663113.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000667520.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000666844.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000663683.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000667985.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000455392.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000309331.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000423221.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000412579.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000413131.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000658262.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000658460.1	0	0	0	0.007901	0	0	0	0	0	0.002609	0	0	0	0	0	0	
ENST00000671457.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000608759.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000429843.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000660526.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000413911.1	0	0	0	0	0	0	0	0	0	0	0	0.007657	0	0	0	0	
ENST00000431351.1	0	0	0	0	0	0	0	0	0	0	0.366719	0	0	0	0	0	
ENST00000582101.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000607036.1	0.119163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000436612.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000301665.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000668620.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000662074.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000654043.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000670968.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000666187.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000671399.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000610469.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000596350.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000499521.2	0	0.002849	0	0.00576	0	0.000505	0	0.015549	0.00195	0.016685	0.398954	0.022973	0.002522	0.002621	1.077911	0	
ENST00000445300.1	0	0	0	0	0	0	0	0	0	0.002221	0	0	0	0	0	0	
ENST00000509283.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000509012.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000507869.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000669431.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000505537.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000513752.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000315302.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000505873.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000511052.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000508968.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000446053.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000657866.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000655568.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000668971.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000654647.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000662395.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000655802.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000415965.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000441971.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000412669.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000660974.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000621997.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000447125.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000420364.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000431661.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000449923.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000615718.1	0	0.007719	0	0	0	0	0	0	0	0	0	0.010402	0	0	0	0	
ENST00000505389.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113501	0	0	
ENST00000663813.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000605955.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000582096.1	0	0	0	0	0	0	0	0	0	0.002878	0	0	0	0.009355	0.202837	0	
ENST00000577267.1	0	0	0	0	0	0	0	0	0	0	0	0.003808	0	0	0	0	
ENST00000585065.1	0	0.004772	0	0	0	0.000921	0	0.004781	0	0.00882	0.047496	0.004969	0	0	0	0	
ENST00000509350.1	0	0	0	0	0	0	0	0	0	0	0.058447	0	0	0	0	0	
ENST00000566715.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000576171.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000653439.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000666561.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000561458.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000559457.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000519104.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000520554.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000436876.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000449620.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000521888.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000520891.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000522844.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000421891.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000519629.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000523087.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000519270.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000520034.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000431399.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000451415.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000606947.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000518470.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000522697.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000517965.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000512128.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000508424.5	0	0	0	0	0	0	0	0	0	0	0	0.008222	0	0	0	0	
ENST00000510682.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000508640.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000514214.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000507558.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000513255.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000665147.1	0	0	0	0	0	0	0	0	0	0.007273	0.08328	0.009608	0	0	0.735276	0	
ENST00000477009.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000669213.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000439559.2	0	0	0	0	0	0	0	0	0	0	0.068825	0	0	0	0	0	
ENST00000638195.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000656958.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000671238.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000664736.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000668804.1	0	0	0	0	0	0	0	0	0	0.002209	0	0	0	0	0	0	
ENST00000669077.1	0	0	0	0	0	0	0	0	0	0	0.047906	0	0	0	0	0	
ENST00000597260.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000595728.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000520459.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000655091.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000654638.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000366278.2	0	0	0	0.018354	0.030728	0.015703	0	0	0.010259	0.00505	0.136264	0.019149	0	0.024951	0.299666	0	
ENST00000575137.1	0	0	0	0	0	0	0	0	0	0.003169	0	0.002665	0	0	0.100124	0	
ENST00000570663.1	0	0	0	0.103559	0	0	0	0	0	0	0.722372	0	0	0	0	0	
ENST00000418215.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000623569.1	0.022253	0	0	0.007442	0	0	0	0	0	0.00651	0	0.005502	0	0.012751	0	0	
ENST00000412193.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000589457.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000588908.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000590292.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000588290.3	0	0	0	0	0	0	0	0	0	0.01145	0	0	0	0	0	0	
ENST00000508766.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000663913.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000660260.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000660166.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000655160.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000446593.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000662783.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000661866.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000563777.1	0	0	0	0	0	0	0	0	0	0	0	0.001646	0	0	0	0	
ENST00000664151.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000430555.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000415434.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000457686.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000429947.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.288221	0	
ENST00000439601.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000566056.1	0	0	0	0	0	0	0	0	0	0	0	0.005171	0	0	0	0	
ENST00000562642.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000414171.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000439223.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000429571.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000454966.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000458335.5	0	0	0	0	0	0	0	0	0	0	0.008584	0	0	0	0	0	
ENST00000420528.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000430880.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000448941.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000429456.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000416204.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000426962.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000451070.1	0	0	0	0	0	0	0	0	0	0.008525	0.433412	0	0	0	0	0	
ENST00000589137.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000590717.2	0	0	0	0	0	0	0	0	0	0	0	0.003456	0	0	0	0	
ENST00000444728.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000667891.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000588286.1	0	0	0	0	0	0	0	0	0	0.003407	0	0	0	0	0	0	
ENST00000660248.1	0	0	0	0	0	0	0	0	0	0	0.04315	0	0	0	0	0	
ENST00000670097.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000660839.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000590125.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000654809.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000573371.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000548740.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000659764.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000613130.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000579136.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000594114.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000648942.1	0	0	0	0	0	0	0	0	0	0	0	0.00298	0	0.00525	0	0	
ENST00000437920.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000655691.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000450586.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000614642.1	0	0	0	0	0	0	0	0	0	0	0	0.023983	0	0	0	0	
ENST00000446139.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000440013.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000596663.5	0	0.003947	0	0	0	0	0	0	0	0.009185	0	0.012715	0	0	0	0	
ENST00000432793.5	0.024896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000447423.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000668950.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000659091.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000576600.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000641532.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000641431.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000641929.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000488861.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000641635.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000641295.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000642089.1	0	0	0	0	0	0	0	0	0	0	0.073781	0	0	0	0	0	
ENST00000642004.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000641395.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000641043.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000641336.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000641923.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000641648.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000641260.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000641601.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000641286.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000483525.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000641457.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000641715.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000641128.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
