Name	GC-MF-9021-P-WCL-R1	GC-MF-9021-P-NUC-R1	GC-MF-9021-P-CYT-R1	GC-MF-9021-P-MEB-R1	GC-MF-9021-P-WCL-R2	GC-MF-9021-P-NUC-R2	GC-MF-9021-P-CYT-R2	GC-MF-9021-P-MEB-R2	GC-MF-9021-CA-WCL-R1	GC-MF-9021-CA-NUC-R1	GC-MF-9021-CA-CYT-R1	GC-MF-9021-CA-MEB-R1	GC-MF-9021-CA-WCL-R2	GC-MF-9021-CA-NUC-R2	GC-MF-9021-CA-CYT-R2	GC-MF-9021-CA-MEB-R2	
ENST00000657455.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000658942.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000654152.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000606729.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000502413.2	0	0	0	0	0	0	0	0	0	0.009313	0	0	0	0.021447	0.456243	0	
ENST00000534604.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000557524.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000419596.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000424895.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000650025.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000432142.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000418165.5	0	0	0	0	0	0.009139	0	0	0	0	0	0	0	0	0	0	
ENST00000449124.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000411442.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000443897.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000656739.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000450628.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000641680.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000641932.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000654520.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000666694.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000657829.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000670653.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000659488.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000669699.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000663794.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000664569.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000665193.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000657573.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000432822.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000657488.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000607100.5	0	0	0	0	0	0	0	0	0	0	0.051207	0	0	0	0	0	
ENST00000449086.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000456119.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000433669.2	0	0	0	0	0	0	0	0	0	0.001816	0	0	0	0.009332	0	0	
ENST00000649549.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000655598.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000654739.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000653306.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000662620.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000483834.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000464958.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000590376.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000617914.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000613949.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000533992.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000577765.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000530350.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000667010.1	0	0	0	0	0	0	0	0	0	0.003125	0	0	0	0	0	0	
ENST00000521608.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000656927.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000664854.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000666442.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000663430.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000659897.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000666337.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000670139.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000670473.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000667035.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000470532.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000489626.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000425587.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000555480.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000554008.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000555198.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000588369.1	0	0	0	0	0	0	0	0	0	0.003881	0	0.009393	0	0	0	0	
ENST00000503625.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000609172.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000598370.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000599030.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000468356.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000489312.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000607393.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000607710.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000534162.1	0	0	0	0	0	0	0	0	0	0.019638	0	0	0	0.10074	0	0	
ENST00000454178.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000656796.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000580891.1	0	0	0	0	0	0	0	0	0	0	0	0.001871	0	0	0	0	
ENST00000444137.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000658106.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000655477.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000655081.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000669767.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000585589.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000416598.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000592753.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000585576.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000608806.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000610197.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000420811.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000432897.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000434141.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000610175.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000608833.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000591882.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000587466.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000588227.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000592898.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000590080.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000588058.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000592838.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000591523.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000591173.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000457412.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000627488.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000628850.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000628558.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000586465.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000608580.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000609323.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000667877.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000654217.1	0	0.008355	0	0	0	0	0	0	0	0.010204	0	0.018356	0	0.038738	0	0	
ENST00000422038.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000509096.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000445084.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000508671.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000589406.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000472839.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000512817.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000586526.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000378485.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000504409.3	0	0	0	0	0	0	0	0	0	0.000413	0	0	0	0	0	0	
ENST00000587645.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000438770.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000591116.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000592712.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000592100.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000588904.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000587477.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000664190.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000659928.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000659822.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000666743.1	0	0	0	0	0	0	0	0	0	0	0	0.005874	0	0	0	0	
ENST00000654434.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000506926.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000652687.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000588763.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000654113.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000590889.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000586442.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000666838.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000653146.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000656668.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000586324.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000612804.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000547168.5	0	0	0	0.042041	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000548450.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000653101.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000595277.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000417420.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000420648.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000652628.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000625157.1	0	0.0018	0	0	0	0	0	0	0	0.003231	0	0.003943	0	0	0	0	
ENST00000424953.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000436262.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000493131.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000642329.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000649962.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000667324.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000666275.1	0	0	0	0.025315	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000654049.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000486232.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000666927.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000653976.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000659187.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000663769.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000663950.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000655791.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000663340.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000658761.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000367072.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000367073.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000650421.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000643288.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000608817.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000612081.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000668926.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000652064.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000514427.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000657311.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000515150.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000525926.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000433035.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000597541.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000600508.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000604709.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000601940.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000453714.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000594228.5	0	0	0	0	0	0	0	0	0	0.006525	0	0	0	0	0	0	
ENST00000605491.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000593355.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000613621.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000653527.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000664087.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000665696.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000592319.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000420724.1	0	0	0	0	0	0	0	0	0	0.002771	0	0	0	0.02859	0	0	
ENST00000645980.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000606978.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000377977.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000414811.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000606239.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000441506.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000412986.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000606556.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000607539.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000661422.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000666114.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000668467.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000652861.1	0	0.001287	0	0	0	0	0	0.007392	0	0.001487	0	0.007678	0	0	0	0	
ENST00000525563.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000532068.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000532307.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000634270.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000652577.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000634976.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000634777.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000614989.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000635559.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000635071.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000634902.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000529769.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000635284.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000671390.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000655793.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000671368.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000656890.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000662837.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000656185.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000652868.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000662042.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000669237.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000661164.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000671129.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000663372.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000666738.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000655835.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000662518.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000653278.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000663259.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000657629.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000664846.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000656680.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000668883.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000659089.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000655580.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000655705.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000657457.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000657975.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000657436.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000660407.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000658844.1	0	0	0	0	0	0	0	0	0	0.003163	0.105853	0	0	0	0	0	
ENST00000656614.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000668032.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000661653.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000663855.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000663286.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000671473.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000657891.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000667888.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000652789.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000667439.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000661516.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000629214.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000426794.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000622440.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000642829.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000446887.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000642586.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000665691.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000421161.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000653957.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000607391.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000659171.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000659621.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000607796.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000606470.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000646912.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000667828.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000664321.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000669184.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000670185.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000659798.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000668318.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000665423.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000667452.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000654871.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000656128.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000655636.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000663014.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000657923.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000606466.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000643132.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000664527.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000557800.1	0	0	0	0	0	0	0	0	0	0	0	0.009543	0	0	0	0	
ENST00000458331.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000357045.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000615128.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000618848.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000614777.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000436739.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000654598.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000664342.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000671303.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000662719.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000439341.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000660472.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000583349.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.90372	0	
ENST00000667181.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000521341.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000523538.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000663122.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000658983.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000670497.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000665914.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENST00000659460.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
